SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(mgPerkg)
BTX/2021/0528,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2025-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0529,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2025-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0530,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2025-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0531,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2025-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0532,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2025-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0533,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2025-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0534,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2025-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0535,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2025-04-07,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0553,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2025-04-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0554,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2025-04-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0555,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2025-04-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0556,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2025-04-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0557,Taw/Torridge,B036V,North Devon DC,SS46403160,Neck Gut 1,2025-04-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0568,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2025-04-09,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0569,Roach,B73AF,London PHA,TQ94909207,Paglesham,2025-04-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0576,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF7987845358,Norton Creek Mussels,2025-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0577,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2025-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0582,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2025-04-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0603,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2025-04-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0604,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point,2025-04-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0605,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2025-04-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0606,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2025-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0607,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2025-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0608,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2025-04-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0609,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2025-04-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0610,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2025-04-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0611,The Wash,B003V,Boston BC,TF44234098,Toft,2025-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0612,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2025-04-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0613,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2025-04-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0614,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2025-04-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0615,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2025-04-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0616,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2025-04-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0617,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2025-04-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0640,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2025-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0641,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2025-04-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0642,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2025-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0643,Fal (Upper),B33CA,Cornwall PHA,SW84123916,South Wood,2025-04-15,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0644,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2025-04-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0645,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2025-04-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0646,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2025-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0652,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2025-04-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0654,Portland,B25AK,Dorset Council,SY68707757,Site A (M. sp),2025-04-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0655,Portland,B25AM,Dorset Council,SY68707757,Site A (P. ma),2025-04-20,King scallops,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0664,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2025-04-20,Mussels,ND,,,,,,
BTX/2021/0665,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2025-04-20,Mussels,ND,,,,,,
BTX/2021/0666,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2025-04-20,Mussels,ND,,,,,,
BTX/2021/0667,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2025-04-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0668,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2025-04-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0669,Bigbury and Avon,B030J,South Hams DC,SX67074458,South Hexdown North,2025-04-20,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0670,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2025-04-20,Surf clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0692,Dee,B45AG,Wirral BC,SJ21068470,West Kirby,2025-04-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0703,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2025-04-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0708,Fal (Upper),B33CA,Cornwall PHA,SW84123916,South Wood,2025-04-23,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0714,Burry Inlet,B38AI,Carmarthenshire CC,SN46010018,Burry Port,2025-04-27,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0715,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2025-04-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0716,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2025-04-27,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0729,Fal (Lower),B33BX,Cornwall PHA,SW82803517,Mylor Pool,2025-04-28,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0730,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2025-04-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0731,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2025-04-28,Mussels,ND,,,28,<RL,<RL,<LOQ
BTX/2021/0732,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2025-04-28,Surf clams,,,,,,,<LOQ
BTX/2021/0749,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2025-04-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0750,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2025-04-29,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0751,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2025-04-29,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0752,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2025-04-29,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0757,Fal (Upper),B33CA,Cornwall PHA,SW84123916,South Wood,2025-04-30,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0777,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2025-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0778,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2025-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0779,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2025-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0780,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2025-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0781,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2025-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0782,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2025-05-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0803,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2025-05-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0804,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2025-05-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0805,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2025-05-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0806,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2025-05-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0807,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2025-05-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0808,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2025-05-06,Surf clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0809,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2025-05-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0826,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2025-05-07,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0838,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2025-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0839,The Wash,B003V,Boston BC,TF44234098,Toft,2025-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0840,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884536,Norton Creek Mussels,2025-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0841,Taw/Torridge,B036V,North Devon DC,SS46403160,Neck Gut 1,2025-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0842,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2025-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0843,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2025-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0844,Bigbury and Avon,B030J,South Hams DC,SX67074458,South Hexdown North,2025-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0845,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2025-05-11,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0847,Roach,B73AF,London PHA,TQ94909207,Paglesham,2025-05-11,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0855,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2025-05-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0875,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2025-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0876,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2025-05-12,Mussels,ND,,,41,<RL,<RL,<LOQ
BTX/2021/0877,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2025-05-12,Pacific oysters,ND,,,<RL,<RL,<RL,1.6
BTX/2021/0878,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2025-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0879,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2025-05-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0880,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2025-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0881,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2025-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0882,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point,2025-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0883,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2025-05-12,Mussels,ND,,,,,,
BTX/2021/0884,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2025-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0905,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2025-05-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0906,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2025-05-13,Mussels,ND,,,<RL,<RL,<RL,1.3
BTX/2021/0907,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2025-05-13,Mussels,,,,<RL,<RL,<RL,
BTX/2021/0908,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2025-05-13,Mussels,ND,,,,,,
BTX/2021/0909,Dee,B45AB,Flintshire CC,SJ1768056,Salisbury,2025-05-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/0910,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2025-05-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0911,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2025-05-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0912,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2025-05-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0913,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2025-05-13,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0914,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2025-05-13,Native oysters,ND,,,,,,<LOQ
BTX/2021/0919,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2025-05-14,Surf clams,,,,,,,<LOQ
BTX/2021/0921,Portland,B25Ak,Dorset Council,SY68707757,Site A (M. sp),2025-05-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0922,Portland,B25AM,Dorset Council,SY68707757,Site A (P. ma),2025-05-18,King scallops,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0939,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2025-05-18,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0940,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2025-05-18,Mussels,ND,,,<RL,<RL,<RL,1
BTX/2021/0941,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2025-05-18,Mussels,,,,<RL,<RL,<RL,
BTX/2021/0942,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2025-05-18,Mussels,,,,<RL,<RL,<RL,
BTX/2021/0943,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2025-05-18,Pacific oysters,ND,,,,,,
BTX/2021/0944,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2025-05-18,Mussels,ND,,,41,<RL,<RL,<LOQ
BTX/2021/0945,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2025-05-18,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0968,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,2025-05-19,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0969,Fal (Lower),B33BX,Cornwall PHA,SW82803517,Mylor Pool,2025-05-19,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0970,Fal (Upper),B33CA,Cornwall PHA,SW84123916,South Wood,2025-05-19,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0971,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2025-05-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0972,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2025-05-19,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0973,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2025-05-19,Surf clams,,,,,,,<LOQ
BTX/2021/0986,Swale,B076P,Swale BC,TR01316497,The Causeway,2025-05-20,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0987,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2025-05-20,Mussels,ND,,,,,,
BTX/2021/0988,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2025-05-20,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/0999,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884536,Norton Creek Mussels,2025-05-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1000,Bigbury and Avon,B030J,South Hams DC,SX67074458,South Hexdown North,2025-05-25,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1001,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2025-05-25,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1018,Burry Inlet,B38AI,Carmarthenshire CC,SN46010018,Burry Port,2025-05-26,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/1019,Three Rivers,B071O,Carmarthenshire CC,SN3634207158,Pastoun Scar,2025-05-26,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1020,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2025-05-26,Mussels,,,,<RL,<RL,<RL,
BTX/2021/1021,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2025-05-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1022,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2025-05-26,Pacific oysters,ND,,,,,,
BTX/2021/1023,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2025-05-26,Surf clams,,,,,,,3.4
BTX/2021/1043,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2025-05-27,Mussels,not tested,not tested,,not tested,not tested,not tested,not tested
BTX/2021/1044,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2025-05-27,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/1045,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2025-05-27,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1046,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2025-05-27,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/1047,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2025-05-27,Native oysters,,,,,,,<LOQ
BTX/2021/1048,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2025-05-27,Mussels,ND,,,,,,
BTX/2021/1049,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2025-05-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1050,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2025-05-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1051,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2025-05-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1052,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2025-05-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1056,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2025-05-27,Mussels,ND,,,25,<RL,<RL,<LOQ
BTX/2021/1079,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2025-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1080,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2025-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1081,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2025-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1082,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,2025-06-02,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/1083,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2025-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1084,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2025-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1085,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2025-06-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1086,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2025-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1087,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2025-06-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1088,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2025-06-01,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1089,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2025-06-02,Mussels,ND,,,<RL,<RL,<RL,1.8
BTX/2021/1090,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2025-06-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1126,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2025-06-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1127,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2025-06-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1128,Fal (Lower),B33BX,Cornwall PHA,SW82803517,Mylor Pool,2025-06-03,Queen scallops,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/1129,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2025-06-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1130,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2025-06-03,Mussels,ND,,,<RL,<RL,<RL,1
BTX/2021/1134,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2025-06-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1135,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2025-06-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1152,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2025-06-08,Mussels,,,,<RL,<RL,<RL,
BTX/2021/1153,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2025-06-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1154,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2025-06-08,Mussels,,,,<RL,<RL,<RL,
BTX/2021/1155,The Wash,B003V,Boston BC,TF44234098,Toft,2025-06-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1156,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2025-06-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
